Sens,Nature Mvt,Section,Chapitre - Code,Chapitre - Libellé,Nature - Code,Nature - Libellé,Fonction - Code,Fonction - Libellé,Niveau 1 - Section,Niveau 2 - Catégorie,Niveau 3 - Type,Niveau a - Politique,Niveau b - Sous Politique
DEPENSE,REELLE,INVESTISSEMENT,21,IMMOBILISATIONS CORPORELLES,2188,AUT.IMMOS CORPO AUTRES,511,DISPENSAIRES ET AUTRES ETABS,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,"Matériel, mobilier",Santé,-
DEPENSE,REELLE,INVESTISSEMENT,21,IMMOBILISATIONS CORPORELLES,2188,AUT.IMMOS CORPO AUTRES,512,ACTIONS PREVENTION SANITAIRE,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,"Matériel, mobilier",Santé,-
DEPENSE,REELLE,INVESTISSEMENT,21,IMMOBILISATIONS CORPORELLES,2188,AUT.IMMOS CORPO AUTRES,520,SERVICES COMMUNS,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,"Matériel, mobilier",Interventions sociales,-
DEPENSE,REELLE,INVESTISSEMENT,21,IMMOBILISATIONS CORPORELLES,2188,AUT.IMMOS CORPO AUTRES,521,SERVICES A CARACTERE SOCIAL,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,"Matériel, mobilier",Interventions sociales,-
DEPENSE,REELLE,INVESTISSEMENT,21,IMMOBILISATIONS CORPORELLES,2188,AUT.IMMOS CORPO AUTRES,523,ACTIONS PERSONNES DIFFICCULTE,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,"Matériel, mobilier",Interventions sociales,-
DEPENSE,REELLE,INVESTISSEMENT,21,IMMOBILISATIONS CORPORELLES,2188,AUT.IMMOS CORPO AUTRES,524,AUTRES SERVICES,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,"Matériel, mobilier",Interventions sociales,-
DEPENSE,REELLE,INVESTISSEMENT,21,IMMOBILISATIONS CORPORELLES,2188,AUT.IMMOS CORPO AUTRES,61,SERVICES PERSONNES AGEES,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,"Matériel, mobilier",Interventions sociales,-
DEPENSE,REELLE,INVESTISSEMENT,21,IMMOBILISATIONS CORPORELLES,2188,AUT.IMMOS CORPO AUTRES,63,AIDES A LA FAMILLE,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,"Matériel, mobilier",Interventions sociales,-
DEPENSE,REELLE,INVESTISSEMENT,21,IMMOBILISATIONS CORPORELLES,2188,AUT.IMMOS CORPO AUTRES,64,CRECHES ET GARDERIES,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,"Matériel, mobilier",Petite Enfance,Crèches et garderies
DEPENSE,REELLE,INVESTISSEMENT,21,IMMOBILISATIONS CORPORELLES,2188,AUT.IMMOS CORPO AUTRES,70,SERVICES COMMUNS,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,"Matériel, mobilier",Logement,-
DEPENSE,REELLE,INVESTISSEMENT,21,IMMOBILISATIONS CORPORELLES,2188,AUT.IMMOS CORPO AUTRES,71,PARC PRIVE DE LA VILLE,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,"Matériel, mobilier",Logement,-
DEPENSE,REELLE,INVESTISSEMENT,21,IMMOBILISATIONS CORPORELLES,2188,AUT.IMMOS CORPO AUTRES,72,AIDE AU SECTEUR LOCATIF,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,"Matériel, mobilier",Logement,-
DEPENSE,REELLE,INVESTISSEMENT,21,IMMOBILISATIONS CORPORELLES,2188,AUT.IMMOS CORPO AUTRES,813,PROPRETE URBAINE,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,"Matériel, mobilier",Espaces publics,Propreté Urbaine
DEPENSE,REELLE,INVESTISSEMENT,21,IMMOBILISATIONS CORPORELLES,2188,AUT.IMMOS CORPO AUTRES,814,ECLAIRAGE PUBLIC,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,"Matériel, mobilier",Espaces publics,Eclairage Public
DEPENSE,REELLE,INVESTISSEMENT,21,IMMOBILISATIONS CORPORELLES,2188,AUT.IMMOS CORPO AUTRES,815,TRANSPORTS URBAINS,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,"Matériel, mobilier",Espaces publics,Transports urbains
DEPENSE,REELLE,INVESTISSEMENT,21,IMMOBILISATIONS CORPORELLES,2188,AUT.IMMOS CORPO AUTRES,816,AUTRES RESEAUX ET SERVICES,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,"Matériel, mobilier",Espaces publics,Réseaux
DEPENSE,REELLE,INVESTISSEMENT,21,IMMOBILISATIONS CORPORELLES,2188,AUT.IMMOS CORPO AUTRES,820,SERVICES COMMUNS,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,"Matériel, mobilier",Espaces publics,Aménagement urbain
DEPENSE,REELLE,INVESTISSEMENT,21,IMMOBILISATIONS CORPORELLES,2188,AUT.IMMOS CORPO AUTRES,821,EQUIPEMENTS ANNEXES DE VOIRIE,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,"Matériel, mobilier",Espaces publics,Voiries
DEPENSE,REELLE,INVESTISSEMENT,21,IMMOBILISATIONS CORPORELLES,2188,AUT.IMMOS CORPO AUTRES,822,VOIRIE COMMUNALE ET ROUTES,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,"Matériel, mobilier",Espaces publics,Voiries
DEPENSE,REELLE,INVESTISSEMENT,21,IMMOBILISATIONS CORPORELLES,2188,AUT.IMMOS CORPO AUTRES,823,ESPACES VERTS URBAINS,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,"Matériel, mobilier",Espaces publics,Environnement / Espaces verts
DEPENSE,REELLE,INVESTISSEMENT,21,IMMOBILISATIONS CORPORELLES,2188,AUT.IMMOS CORPO AUTRES,824,AUTRE OPERATIONS D'AMENAGEMENT,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,"Matériel, mobilier",Espaces publics,Aménagement urbain
DEPENSE,REELLE,INVESTISSEMENT,21,IMMOBILISATIONS CORPORELLES,2188,AUT.IMMOS CORPO AUTRES,830,SERVICES COMMUNS,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,"Matériel, mobilier",Espaces publics,Environnement / Espaces verts
DEPENSE,REELLE,INVESTISSEMENT,21,IMMOBILISATIONS CORPORELLES,2188,AUT.IMMOS CORPO AUTRES,832,ACTIONS SPECIFIQUES POLLUTION,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,"Matériel, mobilier",Espaces publics,Environnement / Espaces verts
DEPENSE,REELLE,INVESTISSEMENT,21,IMMOBILISATIONS CORPORELLES,2188,AUT.IMMOS CORPO AUTRES,90,INTERVENTIONS ECONOMIQUES,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,"Matériel, mobilier",Divers,Aides aux commerces
DEPENSE,REELLE,INVESTISSEMENT,21,IMMOBILISATIONS CORPORELLES,2188,AUT.IMMOS CORPO AUTRES,94,AIDES COMMERCE SERVICES MCHDS,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,"Matériel, mobilier",Divers,Aides aux commerces
DEPENSE,REELLE,INVESTISSEMENT,21,IMMOBILISATIONS CORPORELLES,2188,AUT.IMMOS CORPO AUTRES,95,AIDES AU TOURISME,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,"Matériel, mobilier",Divers,Tourisme
DEPENSE,ORDRE,FONCTIONNEMENT,023,VIREMENT A LA SECTION D'INVEST,023,VIREMENT A LA SECTION D'INVT,01,OPERATIONS NON VENTILABLES,DEPENSE ORDRE FONCTIONNEMENT,-,-,-,-
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,01,OPERATIONS NON VENTILABLES,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Administration et frais généraux,Administration générale
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,020,ADMIN GENERALE COLLECTIVITE,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Administration et frais généraux,Administration générale
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,021,ASSEMBLEE LOCALE,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Assemblée locale,Assemblée locale
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,023,"INFORMATION, COMMUNICATION",DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Administration et frais généraux,Information Communication
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,024,FETES ET CEREMONIES,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Administration et frais généraux,Fêtes et cérémonies
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,025,AIDES AUX ASSOCIATIONS,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Administration et frais généraux,Administration générale
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,026,CIMETIERES ET POMPES FUNEBRES,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Espaces publics,Cimetières
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,03,JUSTICE,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Administration et frais généraux,Administration générale
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,048,AUTRES ACTIONS INTERNATIONALES,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Coopération Internationale,Coopération Internationale
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,110,SERVICES COMMUNS,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Sécurité Publique,Sécurité Publique
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,112,POLICE MUNICIPALE,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Sécurité Publique,Police municipale
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,113,"POMPIERS, INCENDIES ET SECOURS",DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Sécurité Publique,"Pompiers, Incendie et secours"
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,114,AUTRES SERVICES DE PROTECTION,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Sécurité Publique,Sécurité Publique
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,12,HYGIENE ET SALUBRITE PUBLIQUE,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Sécurité Publique,Hygiène et salubrité publique
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,20,SERVICES COMMUNS,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Education,Ecoles
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,211,ECOLES MATERNELLES,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Education,Ecoles
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,212,ECOLES PRIMAIRES,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Education,Ecoles
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,213,CLASSES REGROUPEES,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Education,Ecoles
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,22,ENSEIGNEMENT DU DEUXIEME DEGRE,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Education,Collèges et Lycées
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,251,HEBERGEMENT ET RESTAURATION,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Education,Restauration scolaire
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,252,TRANSPORTS SCOLAIRES,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Education,Transports scolaires
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,255,CLASSES DE DECOUVERTE,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Education,Périscolaire
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,30,SERVICES COMMUNS,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Culture,Action culturelle
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,311,"EXPRESSION MUSICALE, LYRIQUE",DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Culture,Expression artistique
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,312,ARTS PLASTIQUES,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Culture,Expression artistique
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,313,THEATRES,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Culture,Théâtres
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,314,CINEMAS ET AUTRES SALLES,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Culture,Cinémas
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,322,MUSEES,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Culture,Action culturelle
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,324,ENTRETIEN PATRIMOINE CULTUREL,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Culture,Action culturelle
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,33,ACTION CULTURELLE,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Culture,Action culturelle
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,40,SERVICES COMMUNS,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Sports,Actions sportives
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,411,"SALLES DE SPORT, GYMNASES",DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Sports,Equipements sportifs
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,412,STADES,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Sports,Equipements sportifs
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,414,AUTRES EQUIPEMENTS SPORTIFS,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Sports,Equipements sportifs
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,415,MANIFESTATIONS SPORTIVES,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Sports,Actions sportives
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,421,CENTRES DE LOISIRS,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Education,Périscolaire
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,422,AUTRES ACTIVITES POUR JEUNES,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Jeunesse,-
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,423,COLONIES DE VACANCES,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Jeunesse,-
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,510,SERVICES COMMUNS,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Santé,-
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,511,DISPENSAIRES ET AUTRES ETABS,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Santé,-
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,512,ACTIONS PREVENTION SANITAIRE,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Santé,-
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,520,SERVICES COMMUNS,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Interventions sociales,-
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,521,SERVICES A CARACTERE SOCIAL,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Interventions sociales,-
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,523,ACTIONS PERSONNES DIFFICCULTE,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Interventions sociales,-
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,524,AUTRES SERVICES,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Interventions sociales,-
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,61,SERVICES PERSONNES AGEES,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Interventions sociales,-
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,63,AIDES A LA FAMILLE,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Interventions sociales,-
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,64,CRECHES ET GARDERIES,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Petite Enfance,Crèches et garderies
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,70,SERVICES COMMUNS,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Logement,-
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,71,PARC PRIVE DE LA VILLE,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Logement,-
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,72,AIDE AU SECTEUR LOCATIF,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Logement,-
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,813,PROPRETE URBAINE,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Espaces publics,Propreté Urbaine
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,814,ECLAIRAGE PUBLIC,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Espaces publics,Eclairage Public
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,815,TRANSPORTS URBAINS,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Espaces publics,Transports urbains
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,816,AUTRES RESEAUX ET SERVICES,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Espaces publics,Réseaux
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,820,SERVICES COMMUNS,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Espaces publics,Aménagement urbain
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,821,EQUIPEMENTS ANNEXES DE VOIRIE,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Espaces publics,Voiries
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,822,VOIRIE COMMUNALE ET ROUTES,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Espaces publics,Voiries
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,823,ESPACES VERTS URBAINS,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Espaces publics,Environnement / Espaces verts
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,824,AUTRE OPERATIONS D'AMENAGEMENT,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Espaces publics,Aménagement urbain
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,830,SERVICES COMMUNS,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Espaces publics,Environnement / Espaces verts
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,832,ACTIONS SPECIFIQUES POLLUTION,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Espaces publics,Environnement / Espaces verts
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,90,INTERVENTIONS ECONOMIQUES,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Divers,Aides aux commerces
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,94,AIDES COMMERCE SERVICES MCHDS,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Divers,Aides aux commerces
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2312,IMMO EN COURS TERRRAINS,95,AIDES AU TOURISME,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Terrains,Divers,Tourisme
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2313,IMMO EN COURS CONSTRUCTIONS,01,OPERATIONS NON VENTILABLES,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Bâtiments publics,Administration et frais généraux,Administration générale
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2313,IMMO EN COURS CONSTRUCTIONS,020,ADMIN GENERALE COLLECTIVITE,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Bâtiments publics,Administration et frais généraux,Administration générale
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2313,IMMO EN COURS CONSTRUCTIONS,021,ASSEMBLEE LOCALE,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Bâtiments publics,Assemblée locale,Assemblée locale
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2313,IMMO EN COURS CONSTRUCTIONS,023,"INFORMATION, COMMUNICATION",DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Bâtiments publics,Administration et frais généraux,Information Communication
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2313,IMMO EN COURS CONSTRUCTIONS,024,FETES ET CEREMONIES,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Bâtiments publics,Administration et frais généraux,Fêtes et cérémonies
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2313,IMMO EN COURS CONSTRUCTIONS,025,AIDES AUX ASSOCIATIONS,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Bâtiments publics,Administration et frais généraux,Administration générale
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2313,IMMO EN COURS CONSTRUCTIONS,026,CIMETIERES ET POMPES FUNEBRES,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Bâtiments publics,Espaces publics,Cimetières
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2313,IMMO EN COURS CONSTRUCTIONS,03,JUSTICE,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Bâtiments publics,Administration et frais généraux,Administration générale
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2313,IMMO EN COURS CONSTRUCTIONS,048,AUTRES ACTIONS INTERNATIONALES,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Bâtiments publics,Coopération Internationale,Coopération Internationale
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2313,IMMO EN COURS CONSTRUCTIONS,110,SERVICES COMMUNS,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Bâtiments publics,Sécurité Publique,Sécurité Publique
DEPENSE,REELLE,INVESTISSEMENT,23,IMMOBILISATIONS EN COURS,2313,IMMO EN COURS CONSTRUCTIONS,112,POLICE MUNICIPALE,DEPENSE REELLE INVESTISSEMENT,Dépenses d'équipement,Bâtiments publics,Sécurité Publique,Police municipale
